City,Latitude,Longitude,Population1,Population
,22.9717,88.0351,0,
,15.88,74.56,0,
,25.1903,85.4921,0,
,25.7618,87.2126,0,
,25.576,86.8083,0,
,23.4612,75.0604,0,
,13.8167,78.8,0,
,25.9286,86.5237,0,
,25.7643,87.4155,0,
,25.6258,86.2161,0,
,25.35,78.64,0,
,25.3959,85.3431,0,
,21.646,84.0531,0,
,25.6677,86.6002,0,
,16.29,74.6,0,
,26.0877,86.517,0,
,11.3553,79.4186,0,
,13.437,79.956,0,
,17.183,81.7,0,
,10.0065,77.5982,0,
,11.5048,77.8383,0,
,17.4989,78.2225,0,
,23.996,79.6837,0,
,12.3298,79.179,0,
,15.3063,78.4559,0,
,21.6979,75.6657,0,
,22.2063,78.8832,0,
,26.3603,86.2882,0,
,10.6779,77.2131,0,
,26.312,87.0405,0,
,11.914,78.3675,0,
,29.482,77.7,0,
,11.2511,78.4736,0,
,12.93,74.88,0,
,25.7347,86.034,0,
,12.7861,77.6385,0,
,23.1381,77.934,0,
,24.9192,87.1054,0,
,8.2348,77.4533,0,
,25.6792,84.1259,0,
,17.7417,79.7264,0,
,26.3468,87.8411,0,
,18.2282,83.7926,0,
,11.7794,78.2034,0,
,19.239,79.3891,0,
,25.1821,87.1671,0,
,12.07,77.03,0,
,14.7083,75.7753,0,
,10.8576,79.2394,0,
,12.7595,80.0075,0,
,13.3968,74.7069,0,
,25.3032,87.8623,0,
,18.6667,79.5,0,
,26.7216,84.5993,0,
,25.8197,86.6132,0,
,26.2727,87.3037,0,
,25.8159,86.014,0,
,25.5263,86.7346,0,
,15.79,74.75,0,
,11.2416,76.9854,0,
,25.6541,86.8709,0,
,17.4644,82.9314,0,
,26.5495,85.9406,0,
,11.9741,79.0428,0,
,13.3018,80.2258,0,
,26.1748,86.1705,0,
,24.9689,84.974,0,
,17.2,77.36,0,
,18.8167,78.4833,0,
,25.2599,85.4325,0,
,14.5614,76.0537,0,
,25.0711,86.1871,0,
,25.7727,85.7522,0,
,14.5378,79.9515,0,
,12.6333,76.05,0,
,11.0273,78.1131,0,
,12.357,78.2886,0,
,18.3932,78.1174,0,
,11.3815,79.697,0,
,12.7679,78.883,0,
,22.9,88.48,0,
,18.7632,82.9194,0,
,16.9875,75.8863,0,
,24.0912,88.4947,0,
,15.1053,77.364,0,
,26.3825,86.1705,0,
,18.6333,78.9,0,
,25.5179,87.3999,0,
,11.7939,77.9225,0,
,26.2331,84.6388,0,
,11.571,77.9004,0,
,12.6343,78.5194,0,
,30.1582,75.7178,0,
,24.9259,84.7724,0,
,25.9488,84.5274,0,
,25.4943,84.4815,0,
,11.1473,77.0756,0,
,23.6585,76.8112,0,
,11.093,77.156,0,
,26.6316,84.9079,0,
,11.6393,77.8557,0,
,25.4832,84.0129,0,
,25.3484,85.0594,0,
,17.4523,78.131,0,
,16.8473,81.4884,0,
,14.7772,79.9999,0,
,31.4239,75.0978,0,
,25.2325,80.0347,0,
,9.9658,78.1833,0,
,12.6101,75.172,0,
,18.0821,79.3628,0,
,18.2925,80.4608,0,
,11.5683,76.6409,0,
,16.15,80.4833,0,
,14.6466,78.4696,0,
,25.5675,85.7393,0,
,16.1,80.78,0,
,24.0154,85.9743,0,
,24.2286,80.7902,0,
,24.6297,85.2249,0,
,25.9545,86.8933,0,
,17.3226,76.2407,0,
,26.3938,86.3976,0,
,25.9004,87.2852,0,
,25.1269,84.7084,0,
,26.3466,84.9581,0,
,25.3129,87.4388,0,
,9.3969,77.6344,0,
,26.1186,86.3114,0,
,12.8574,77.664,0,
,22.2213,88.6939,0,
,15.28,76.37,0,
,8.357,77.6087,0,
,25.0641,84.5591,0,
,16.3833,79.95,0,
,26.5766,86.2394,0,
,17.0001,75.9934,0,
,25.9217,84.4399,0,
,23.2611,68.8267,0,
,26.0019,84.2753,0,
,11.6291,78.5624,0,
,16.82,81.99,0,
,17.3833,82.3833,0,
,24.8162,86.2709,0,
,25.1348,85.432,0,
,17.21,82.34,0,
,16.6408,81.0322,0,
,16.83,75.73,0,
,26.8613,84.9647,0,
,13.9353,77.7355,0,
,23.1968,87.5272,0,
,15.886,80.547,0,
,16.4623,81.3887,0,
,12.8685,74.9025,0,
,15.861,77.718,0,
,13.1062,74.7839,0,
,30.5718,74.8655,0,
,22.7683,78.3464,0,
,24.7048,84.0093,0,
,11.1659,78.2708,0,
,24.7756,86.2473,0,
,25.0431,85.6279,0,
,25.0968,83.7266,0,
,23.3427,87.6885,0,
,17.91,77.53,0,
,25.6821,85.7346,0,
,25.6,86.8679,0,
,25.8122,86.8474,0,
,30.0198,76.1041,0,
,18.5967,78.4517,0,
,11.4593,77.7263,0,
,12.9825,79.2661,0,
,9.5461,78.9172,0,
,26.1185,87.0754,0,
,16.516,81.723,0,
,18.7651,78.3953,0,
,26.5456,86.2346,0,
,16.72,75.06,0,
,25.2874,87.4124,0,
,24.4107,85.9818,0,
,10.3759,77.8972,0,
,11.6714,78.0126,0,
,24.8727,86.2089,0,
,25.7201,86.41,0,
,16.0813,79.9269,0,
,26.0541,86.6121,0,
,11.524,77.7539,0,
,11.5142,77.4234,0,
,22.0346,88.4743,0,
,13.1667,77.8,0,
,26.1861,86.7104,0,
,18.6431,78.1584,0,
,22.0667,85.6658,0,
,25.9725,86.7452,0,
,15.9667,75.0167,0,
,26.8372,84.4687,0,
,14.1449,75.9032,0,
,30.7206,75.1718,0,
,10.2449,78.7464,0,
,15.8595,75.4955,0,
,17.2704,82.3445,0,
,25.2365,86.1459,0,
,17.9667,77.9167,0,
,30.78,74.8811,0,
,24.722,79.631,0,
,25.5856,88.1122,0,
,11.1689,77.4543,0,
,10.105,78.1134,0,
,11.2366,77.6617,0,
,14.25,78.2667,0,
,11.253,79.172,0,
,9.4276,78.9015,0,
,26.2336,87.2197,0,
,11.1452,78.3477,0,
,13.8331,77.1,0,
,16.8111,77.9199,0,
,13.2137,77.301,0,
,25.4192,85.8762,0,
,14.8512,75.3705,0,
,30.1847,75.3362,0,
,12.1,76.55,0,
,25.2441,86.7233,0,
,19.4872,76.5561,0,
,11.4728,78.2109,0,
,22.2177,88.8957,0,
,25.5582,84.8017,0,
,9.925,77.6039,0,
,14.6013,77.6582,0,
,21.6571,88.08,0,
,12.067,77.4438,0,
,13.4167,76.1667,0,
,25.8948,87.1093,0,
,22.5475,88.6606,0,
,12.3911,78.2232,0,
,16.7928,82.0635,0,
,15.2821,78.5106,0,
,17.5,83.0167,0,
,9.4233,77.7203,0,
,25.9978,86.8781,0,
,17.2708,81.754,0,
,9.9709,77.2137,0,
,25.2783,85.2869,0,
,24.8358,85.8725,0,
,15.2465,75.0567,0,
,25.59,84.9304,0,
,25.6627,87.0976,0,
,22.01,77.66,0,
,25.1859,85.9234,0,
,13.61,75.53,0,
,26.2229,84.2523,0,
,16.3887,80.5412,0,
,25.5034,86.3671,0,
,16.3302,80.658,0,
,14.2164,77.9944,0,
,21.8262,74.9691,0,
,13.8246,77.4421,0,
,18.5,83.2833,0,
,24.1025,88.2864,0,
,26.0433,84.5041,0,
,23.9146,88.1464,0,
,26.0938,86.2541,0,
,18.16,79.5406,0,
,16.6237,81.7394,0,
,25.8657,86.2176,0,
,26.4812,86.4023,0,
,14.5956,79.7428,0,
,10.3692,77.8699,0,
,9.8448,78.0451,0,
,16.2186,80.1972,0,
,12.9447,79.2514,0,
,23.0722,76.8296,0,
,25.6269,86.8069,0,
,26.1649,77.4691,0,
,26.2255,84.7608,0,
,23.1625,76.4704,0,
,25.9789,87.1003,0,
,26.7556,84.4326,0,
,25.7118,85.6956,0,
,26.3261,87.0916,0,
,23.4312,87.5578,0,
,15.8542,80.2858,0,
,15.88,74.56,0,
,10.4234,78.0254,0,
,26.599,85.9356,0,
,22.4143,88.4489,0,
,23.2206,79.9569,0,
,18.7316,79.9837,0,
,16.9228,79.7828,0,
,12.1078,78.834,0,
,10.9333,79.2333,0,
,24.6776,87.8804,0,
,11.8289,78.8758,0,
,11.2346,76.9064,0,
,24.8332,84.614,0,
,26.3392,84.8236,0,
,12.6333,77,0,
,25.3696,84.8444,0,
,25.2657,87.5019,0,
,9.4333,77.75,0,
,26.2356,86.5615,0,
,25.744,87.0929,0,
,16.98,79.06,0,
,10.9133,79.2419,0,
,21.2088,83.6467,0,
,25.9689,87.5741,0,
,14.8913,79.6761,0,
,25.2093,87.2159,0,
,24.6779,94.0477,0,
,26.7381,84.4661,0,
,12.15,77.1,0,
,16.9181,75.695,0,
,22.5578,75.1185,0,
,10.5264,78.3118,0,
,16.527,79.892,0,
,24.9365,85.925,0,
,25.9916,87.4648,0,
,25.8871,86.6757,0,
,16.8987,81.5684,0,
,16.9,82.1667,0,
,32.2673,75.5647,0,
,32.8667,74.7333,0,
,26.7159,84.9424,0,
,26.0079,84.4799,0,
,12.421,78.1991,0,
,25.8864,86.9547,0,
,18.8621,78.8754,0,
,24.6794,84.9905,0,
,24.9667,75.3,0,
,22.8615,88.6868,0,
,26.4629,86.2771,0,
,25.5231,84.5575,0,
,26.2267,86.9349,0,
,31.5143,75.3457,0,
,10.1461,78.8031,0,
,14.91,76.4,0,
,23.9667,88.6167,0,
,17.5947,78.5749,0,
,26.0466,87.5774,0,
,30.8456,75.3307,0,
,14.5645,75.1523,0,
,17.7989,78.805,0,
,10.3144,77.8601,0,
,25.5116,86.7232,0,
,25.4373,86.6172,0,
,26.3205,78.7581,0,
,25.7947,86.8237,0,
,12.4395,78.3625,0,
,25.3973,86.7034,0,
,24.8012,84.0816,0,
,25.0511,84.9226,0,
,25.0291,84.4597,0,
,25.2092,85.3019,0,
,26.786,84.8858,0,
,26.3473,77.501,0,
,25.6466,84.9936,0,
,17.0167,81.0167,0,
,15.0833,75.2833,0,
,11.3314,76.9813,0,
,12.7833,80.1833,0,
,25.8895,85.0643,0,
,15.5862,75.7502,0,
,16.0007,79.4563,0,
,15.79,74.75,0,
,17.639,82.992,0,
,12.9,75.03,0,
,33.5646,74.9754,0,
,25.1476,85.7377,0,
,12.678,78.6243,0,
,10.07,78.78,0,
,16.2392,80.6117,0,
,26.0219,86.0793,0,
,26.8696,84.8771,0,
,26.258,87.242,0,
,14.0232,76.995,0,
,10.3418,79.0609,0,
,14.0678,77.9561,0,
,13.9419,78.6814,0,
,15.314,76.3151,0,
,26.2706,87.1993,0,
,25.9068,86.1111,0,
,25.8875,86.5632,0,
,15.0497,78.9836,0,
,26.4292,86.4586,0,
,13.339,74.8784,0,
,11.2388,78.1495,0,
,14.1446,77.8166,0,
,16.3829,79.4664,0,
,17.25,82.3333,0,
,26.4802,84.1789,0,
,25.3682,87.8983,0,
,22.2061,78.8135,0,
,26.4989,86.3242,0,
,10.9808,79.3839,0,
,22.6833,78.0833,0,
,10.2627,78.3088,0,
,25.133,84.6533,0,
,23.6957,88.0414,0,
,12.6499,79.3151,0,
,16.7494,81.0311,0,
,15.6581,73.7131,0,
,30.6923,75.0902,0,
,11.6,77.6,0,
,30.6559,75.5389,0,
,17.0318,75.7022,0,
,25.7983,84.9592,0,
,25.9275,85.8626,0,
,26.5666,85.8821,0,
,10.6143,78.1212,0,
,26.063,87.1341,0,
,25.201,84.3672,0,
,11.0857,76.8726,0,
,26.5062,84.9951,0,
,25.5537,83.9775,0,
,27.1065,88.2459,0,
,16.35,81.05,0,
,17.8861,79.1611,0,
,15.284,77.9001,0,
,16.0511,77.2114,0,
,17.77,77.14,0,
,10.5642,77.2336,0,
,11.5356,78.5749,0,
,15.6969,76.6647,0,
,9.1321,77.4245,0,
,12.1922,76.6653,0,
,26.0911,87.3089,0,
,29.16,79.06,0,
,25.6482,84.3916,0,
,10.3979,77.8225,0,
,29.7994,75.6827,0,
,25.54,86.103,0,
,12.9,75.03,0,
,25.2958,84.8789,0,
,13.6206,79.5642,0,
,25.7683,86.9049,0,
,17.1447,78.2886,0,
,18.411,78.3674,0,
,13.9753,77.1046,0,
,26.262,87.0983,0,
,10.2997,78.7884,0,
,32.9917,74.9319,0,
,15.2667,79,0,
,15.9167,80.05,0,
,31.6351,75.8389,0,
,11.3702,77.8412,0,
,16.8667,76.5333,0,
,26.5,90.87,0,
,13.6602,78.3331,0,
,23.4102,78.2208,0,
,24.7904,86.0768,0,
,25.7173,85.1256,0,
,23.4032,77.3465,0,
,16.601,75.6405,0,
,10.5893,78.0709,0,
,22.72,75.1321,0,
,18.719,79.0262,0,
,8.92,77.55,0,
,30.7775,75.3628,0,
,14.7858,75.3335,0,
,25.5037,85.7325,0,
,25.8565,86.9496,0,
,25.9761,86.2898,0,
,9.6171,77.6375,0,
,24.6281,83.9199,0,
,10.9253,79.3424,0,
,25.9197,86.2544,0,
,26.346,87.2916,0,
,33.7197,75.0811,0,
,23.4313,86.1493,0,
,12.569,78.3992,0,
,15.5164,75.5556,0,
,30.4015,74.7365,0,
,15.6,73.8,0,
,25.8263,87.1365,0,
,25.8261,87.0664,0,
,17.5443,78.3486,0,
,24.3149,87.8503,0,
,25.0829,78.9784,0,
,25.8997,86.0964,0,
,26.1953,87.1769,0,
,23.2361,76.1814,0,
,25.0929,84.3912,0,
,16.5191,79.835,0,
,17.203,79.195,0,
,26.3237,86.4481,0,
,20.7325,83.6744,0,
,23.1794,84.7582,0,
,25.0577,85.5366,0,
,25.5258,87.4485,0,
,31.2294,74.7352,0,
,26.8648,84.3767,0,
,22.9361,85.0889,0,
,25.7693,86.6025,0,
,26.2168,88.3249,0,
,15.6804,79.8151,0,
,25.7746,85.6563,0,
,15.3604,74.0004,0,
,16.81,75.42,0,
,24.1692,75.2342,0,
,25.6192,84.8673,0,
,26.1457,87.3122,0,
,10.8893,79.1795,0,
,14.5,79.4167,0,
,26.0152,87.2023,0,
,26.075,87.1483,0,
,25.5907,87.0614,0,
,16.0841,79.9874,0,
,14.1667,78.7,0,
,25.3909,86.6821,0,
,10.7432,77.103,0,
,11.3866,77.308,0,
,17.5175,77.8981,0,
,12.6645,78.0134,0,
,26.0751,84.3618,0,
,22.5881,88.6887,0,
,26.9746,84.8768,0,
,16.45,78.4667,0,
,10.2859,79.0996,0,
,10.5172,78.0627,0,
,25.0756,85.9277,0,
,26.3488,86.1521,0,
,25.2564,85.7988,0,
,22.9589,78.5782,0,
,25.5916,87.1622,0,
,22.3337,88.7324,0,
,17.0619,81.4729,0,
,22.5918,76.5957,0,
,12.9712,79.0685,0,
,26.6513,84.4832,0,
,22.5694,75.8165,0,
,26.5741,86.4012,0,
,25.1123,85.6321,0,
,31.7092,75.5661,0,
,25.6881,87.1194,0,
,25.4157,87.8245,0,
,26.2227,84.7042,0,
,18.2536,83.9012,0,
,26.7666,84.6619,0,
,25.6537,86.3288,0,
,25.9022,84.5055,0,
,16.3906,80.5425,0,
,11.0154,79.4344,0,
,23.7317,85.9858,0,
,8.7964,77.5681,0,
,12.8333,77.8667,0,
,25.3902,86.7324,0,
,18.7067,78.0233,0,
,15.5509,80.0589,0,
,15.0556,77.5004,0,
,13.8692,77.7298,0,
,30.2523,75.7917,0,
,9.9604,77.3909,0,
,29.8091,77.7734,0,
,24.2433,75.8061,0,
,15.9359,77.8417,0,
,10.7251,78.4108,0,
,25.2395,86.6536,0,
,25.8937,86.13,0,
,25.1832,84.2486,0,
,30.407,74.5276,0,
,31.2157,75.6218,0,
,8.6722,77.6147,0,
,18.0289,79.7269,0,
,25.5992,87.7214,0,
,15.5333,77.55,0,
,13.056,79.6755,0,
,15.4167,73.9833,0,
,25.8195,85.7725,0,
,12.1953,79.5526,0,
,13.8111,77.1301,0,
,24.1277,76.3167,0,
,30.0323,74.8555,0,
,15.1333,75.1167,0,
,12.1459,78.0946,0,
,10.1533,77.7315,0,
,17.0194,81.4128,0,
,26.1801,84.9408,0,
,10.255,78.884,0,
,15.3978,73.9106,0,
,26.6353,85.9842,0,
,25.5418,87.5267,0,
,25.5149,83.897,0,
,24.6554,84.5844,0,
,10.5515,78.3022,0,
,26.0957,84.4009,0,
,18.5403,78.2248,0,
,24.7295,85.2529,0,
,25.6119,87.2973,0,
,14.715,75.48,0,
,15.3695,78.884,0,
,26.4567,84.7043,0,
,25.2234,85.2298,0,
,23.5781,86.3598,0,
,9.5855,78.4545,0,
,8.7208,77.545,0,
,26.2163,84.512,0,
,10.3671,78.1233,0,
,23.5142,86.498,0,
,13.7125,78.4861,0,
,25.091,85.578,0,
,25.1753,79.3356,0,
,12.9,75.03,0,
,24.858,86.3008,0,
,17.65,80.8667,0,
,25.1176,85.0022,0,
,16.7833,81.9,0,
,18.7256,84.0573,0,
,16.7442,81.2206,0,
,25.5588,85.6875,0,
,25.8605,84.5512,0,
,25.5507,85.3222,0,
,25.1744,86.1021,0,
,9.9266,78.0096,0,
,26.7474,84.7054,0,
,15.5324,74.1367,0,
,25.1826,86.1465,0,
,25.2892,85.2189,0,
,26.2667,84.7403,0,
,13.8032,77.6097,0,
,17.7688,77.5056,0,
,26.7333,85.05,0,
,14.9267,75.8322,0,
,26.2392,87.6366,0,
,26.4346,86.216,0,
,24.9142,87.0006,0,
,25.4815,87.4435,0,
,13.7167,75.6333,0,
,9.828,77.673,0,
,15.5976,79.1365,0,
,26.6554,86.0674,0,
,34.041,74.7923,0,
,11.3752,78.4822,0,
,26.411,92.74,0,
,11.2569,76.6697,0,
,10.9694,79.4254,0,
,26.3753,84.9986,0,
,25.9456,85.9759,0,
,25.1267,83.9274,0,
,16.14,74.81,0,
,18.7942,78.3068,0,
,15.2861,77.4997,0,
,25.3552,86.7246,0,
,16.9583,82.0056,0,
,25.174,85.7599,0,
,26.5475,86.3898,0,
,13.3963,74.7217,0,
,25.5729,87.6472,0,
,24.5682,79.0185,0,
,25.0905,85.5031,0,
,12.15,77.1,0,
,25.9966,85.5777,0,
,17.6283,83.0793,0,
,12.08,78.1193,0,
,11.36,77.4575,0,
,13.9756,77.8768,0,
,17.1919,82.1825,0,
,9.6588,77.6631,0,
,25.4809,84.525,0,
,23.6333,85.377,0,
,10.8507,78.4889,0,
,17.8474,82.8729,0,
,31.3811,75.0996,0,
,15.9569,80.8703,0,
,12.7499,79.1518,0,
,12.8056,77.971,0,
,24.8907,84.9761,0,
,11.817,79.1,0,
,26.3923,84.7688,0,
,31.515,75.9494,0,
,25.1961,88.0419,0,
,14.8365,78.9062,0,
,12.8756,74.9232,0,
,11.6758,78.2676,0,
,10.4667,78.7,0,
,11.6085,77.9049,0,
,25.233,85.843,0,
,25.3987,85.7856,0,
,8.2461,77.3186,0,
,18.2164,83.8856,0,
,24.7526,80.7775,0,
,16.1209,79.6508,0,
,30.8219,75.1828,0,
,25.6018,86.093,0,
,12.4567,78.2125,0,
,33.732,75.16,0,
,10.9826,78.3891,0,
,17.0667,79.0667,0,
,14.1993,78.0102,0,
,10.6989,77.015,0,
,24.8043,78.9388,0,
,26.1506,87.0792,0,
,16.5787,79.8756,0,
,14.3971,78.1744,0,
,18.4736,78.9645,0,
,22.5323,75.7275,0,
,25.6549,86.7275,0,
,16.86,81.99,0,
,8.4815,77.9972,0,
,10.4473,77.9086,0,
,16.0417,75.9433,0,
,25.3796,85.5376,0,
,13.0554,77.6342,0,
,17.2833,79.1,0,
,12.0079,79.0918,0,
,16.4609,80.7543,0,
,11.2635,77.7285,0,
,15.2,73.97,0,
,17.9886,82.9811,0,
,16.5519,80.7309,0,
,26.1329,86.748,0,
,16.309,80.371,0,
,26.3241,79.0543,0,
,26.2016,88.1095,0,
,24.7562,79.0672,0,
,9.8871,77.4498,0,
,12.25,77.13,0,
,18.2383,78.1303,0,
,16.8939,80.6917,0,
,10.5739,79.8353,0,
,23.4039,80.2098,0,
,24.0051,84.1098,0,
,10.7626,79.1616,0,
,26.5461,85.982,0,
,26.4083,85.75,0,
,23.9955,77.1395,0,
,17.5458,82.8433,0,
,11.1406,78.3631,0,
,14.5778,80.1423,0,
,26.804,89.4392,0,
,15.5796,73.926,0,
,26.4081,84.9227,0,
,10.7645,78.7406,0,
,13.1081,77.1642,0,
,32.0321,75.0292,0,
,26.2674,87.2761,0,
,25.6492,86.7501,0,
,11.7834,79.197,0,
,34.0588,74.7539,0,
,25.304,85.4216,0,
,16.59,75.96,0,
,11.8,76.69,0,
,24.1878,85.8411,0,
,9.5882,77.7006,0,
,9.339,78.8871,0,
,9.9621,77.3371,0,
,26.2769,86.4389,0,
,24.4976,88.0361,0,
,10.0412,78.0127,0,
,16.1567,80.8314,0,
,25.1777,85.0728,0,
,26.3977,86.1678,0,
,30.1056,75.8855,0,
,12.6927,78.6347,0,
,11.1747,78.4425,0,
,31.595,75.9684,0,
,25.5377,85.6228,0,
,14.679,77.7401,0,
,25.4379,87.8378,0,
,26.3333,86.15,0,
,17.5811,79.75,0,
,14.544,75.9776,0,
,12.5667,78.3071,0,
,17.35,77.15,0,
,8.3642,77.9815,0,
,16.0833,78.8667,0,
,17.0185,82.2349,0,
,10.7659,79.7419,0,
,14.1,77.43,0,
,25.5639,87.5082,0,
,9.5348,78.2008,0,
,16.6667,76.3,0,
,11.4402,77.3575,0,
,22.4206,88.8655,0,
,25.455,86.771,0,
,26.1546,86.4483,0,
,16.4314,80.0515,0,
,25.9711,85.9148,0,
,17.17,75.96,0,
,23.6463,78.7311,0,
,11.0214,79.4714,0,
,26.4136,87.4012,0,
,10.0439,78.3557,0,
,26.3081,87.8833,0,
,26.4771,84.7789,0,
,10.6705,77.0194,0,
,23.8283,85.2739,0,
,15.5177,76.1476,0,
,24.7742,87.0325,0,
,17.4568,76.3739,0,
,24.4548,87.8573,0,
,24.6559,85.4092,0,
,13.3833,75.5833,0,
,23.4225,88.1075,0,
,16.4923,80.0089,0,
,15.1127,80.0366,0,
,18.049,77.9143,0,
,10.7667,78.8333,0,
,12.6,78.5423,0,
,27.0548,84.3336,0,
,18.9586,78.361,0,
,12.15,77.1,0,
,12.6519,78.6937,0,
,14.25,74.4333,0,
,12.05,78.15,0,
,17.0802,82.2469,0,
,25.7777,86.7899,0,
,25.112,84.4017,0,
,18.7044,79.1568,0,
,25.6046,86.0199,0,
,25.9096,87.4061,0,
,26.6433,84.9789,0,
,26.463,86.0452,0,
,25.8509,86.3319,0,
,16.2541,80.1214,0,
,10.5438,77.41,0,
,25.8323,86.2806,0,
,16.6631,79.5139,0,
,26.5249,84.791,0,
,20.5889,82.9729,0,
,23.37,85.9,0,
,26.2698,87.2124,0,
,9.9811,78.2121,0,
,11.6449,77.593,0,
,14.8844,79.9107,0,
,24.8753,86.3257,0,
,17.2597,82.2236,0,
,14.1833,79.8833,0,
,26.5467,88.3337,0,
,11.5723,77.6096,0,
,26.6786,78.1887,0,
,12.0742,78.1237,0,
,25.5111,84.4946,0,
,26.0026,86.0251,0,
,25.2916,85.7416,0,
,8.52,78.1181,0,
,26.1821,87.1552,0,
,14.8641,75.4535,0,
,30.4417,74.4023,0,
,12.411,78.3153,0,
,16.0333,74.7,0,
,31.4967,75.5309,0,
,14.9852,78.9765,0,
,25.7885,86.4647,0,
,11.4144,76.9277,0,
,17.1758,78.2298,0,
,19.0468,82.5532,0,
,30.3413,75.5117,0,
,16.6797,81.7094,0,
,17.1194,82.211,0,
,15.8201,74.9301,0,
,26.0854,89.615,0,
,24.6096,84.2361,0,
,16.7333,77.9333,0,
,15.2048,75.2549,0,
,26.5246,86.3071,0,
,24.386,83.5559,0,
,24.9901,87.0011,0,
,12.4164,78.3803,0,
,30.176,78.124,0,
,16.1775,80.7425,0,
,24.0211,85.3506,0,
,11.2669,78.8816,0,
,12.2642,78.3223,0,
,26.7356,84.642,0,
,13.2291,79.0909,0,
,13.4439,80.0018,0,
,15.5802,80.1488,0,
,13.9317,79.6075,0,
,18.2114,78.7794,0,
,25.3676,87.0477,0,
,25.4658,84.814,0,
,11.0379,79.5215,0,
,13.3201,79.5488,0,
,8.2482,77.5278,0,
,14.4131,75.6206,0,
,15.3731,80.113,0,
,18.5095,79.426,0,
,18.7171,79.3823,0,
,15.4302,76.4869,0,
,16.64,81.98,0,
,26.3452,89.5157,0,
,23.2641,88.16,0,
,18.2232,79.9516,0,
,30.2805,75.0187,0,
,18.2388,79.4529,0,
,9.6127,77.6738,0,
,10.9575,79.3293,0,
,21.8256,87.619,0,
,15.469,80.183,0,
,13.3,76.0667,0,
,16.5167,81.35,0,
,17.6638,82.942,0,
,25.2128,84.7829,0,
,15.78,75.12,0,
,17.7668,79.3751,0,
,25.39,87.8473,0,
,12.4011,79.553,0,
,26.1015,92.7426,0,
,17.4992,79.0756,0,
,25.9731,86.0296,0,
,25.3567,87.9005,0,
,25.9635,85.5738,0,
,25.9541,86.5482,0,
,22.8517,86.0519,0,
,12.38,79.3465,0,
,24.8223,87.0116,0,
,11.6368,79.2806,0,
,15.53,76.636,0,
,25.7919,87.414,0,
,22.301,88.7951,0,
,10.2444,78.0794,0,
,30.9337,75.3499,0,
,31.6008,74.6056,0,
,13.0685,79.4149,0,
,11.21,78.2166,0,
,11.0234,78.2844,0,
,30.3155,75.0931,0,
,18.0718,79.7386,0,
,8.9916,77.5318,0,
,18.2233,79.1355,0,
,25.606,84.9997,0,
,10.6263,77.3294,0,
,11.5793,79.255,0,
,8.6987,77.6323,0,
,25.2,86.0833,0,
,11.1651,77.6411,0,
,16.65,77.6667,0,
,14.648,76.4672,0,
,25.2242,87.864,0,
,22.1088,74.8078,0,
,30.3504,74.7868,0,
,26.1586,86.3579,0,
,16.72,75.06,0,
,15.4431,76.1397,0,
,24.5622,74.776,0,
,9.1167,78.4188,0,
,30.3044,77.3028,0,
,24.0554,78.0893,0,
,13.3945,74.7657,0,
,12.4202,78.2352,0,
,24.7046,81.9891,0,
,26.2647,85.6756,0,
,25.6831,86.5909,0,
,32.6617,74.9518,0,
,26.299,89.5892,0,
,25.0592,85.042,0,
,25.4098,86.3076,0,
,12.0957,76.8078,0,
,17.9108,83.41,0,
,9.2586,77.6748,0,
,11.7431,79.379,0,
,26.4852,86.3073,0,
,22.359,74.7905,0,
,18.2361,79.1974,0,
,26.1734,86.7624,0,
,23.9884,85.7866,0,
,22.3392,87.2264,0,
,16.4139,80.6506,0,
,13.0833,78.9833,0,
,25.9156,86.9072,0,
,25.1162,81.3044,0,
,12.9237,79.2635,0,
,23.8301,87.6866,0,
,23.9409,87.935,0,
,8.2514,77.7752,0,
,23.0615,86.6642,0,
,22.5387,75.9111,0,
,16.1303,79.9486,0,
,22.97,88.38,0,
,16.966,80.26,0,
,18.2385,83.8687,0,
,21.339,83.731,0,
,10.7861,78.9864,0,
,23.6073,74.942,0,
,16.8802,81.3549,0,
,16.8301,80.6226,0,
,27.0001,84.104,0,
,10.7272,78.4634,0,
,11.305,77.7554,0,
,14.9,75.6,0,
,16.29,74.6,0,
,11.4296,77.6309,0,
,24.8511,86.2395,0,
,25.8415,85.7424,0,
,26.1911,87.1311,0,
,24.6312,81.1594,0,
,16.29,74.6,0,
,12.5083,77.02,0,
,11.3709,78.138,0,
,25.9163,87.6474,0,
,25.8865,87.6001,0,
,25.9213,86.9734,0,
,31.55,75.25,0,
,9.1356,77.6952,0,
,23.626,78.5726,0,
,10.4286,78.8913,0,
,24.1638,86.307,0,
,24.1044,86.2855,0,
,26.4815,86.1876,0,
,16.1699,80.9443,0,
,25.4226,86.8498,0,
,26.1497,86.3626,0,
,23.9333,78.2167,0,
,15.7376,77.5385,0,
,10.783,78.4232,0,
,18.6237,79.0923,0,
,15.933,78.333,0,
,12.5972,78.5979,0,
,16.1496,79.863,0,
,11.4559,77.8673,0,
,25.3776,86.7376,0,
,17.7686,79.4859,0,
,12.1056,78.1226,0,
,15.15,76.92,0,
,17.2866,77.5644,0,
,16.409,81.803,0,
,8.6322,78.1119,0,
,10.6604,77.0248,0,
,25.6451,86.8317,0,
,15.88,74.56,0,
,24.3862,93.8604,0,
,22.8467,77.798,0,
,23.6858,81.3909,0,
,30.311,74.8427,0,
,17.8667,82.35,0,
